"SYSTEM", "1", "SYSTEM", "System Start", " "
"main", "493", "se/hig/oodp/lab/model/figure/Rectangle.java:81", "Field Write", " context=se.hig.oodp.lab.model.figure.Rectangle:1, v0=se.hig.oodp.lab.model.Vertex2D:7"
"main", "494", "se/hig/oodp/lab/model/figure/Rectangle.java:82", "Line Step", " file=se/hig/oodp/lab/model/figure/Rectangle.java, line=82"
"main", "495", "se/hig/oodp/lab/model/figure/Rectangle.java:82", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:8"
"main", "496", "se/hig/oodp/lab/model/figure/Rectangle.java:82", "Method Call", " caller=se.hig.oodp.lab.model.figure.Rectangle:1#calculateVerticesFromCenter:1, target=se.hig.oodp.lab.model.Vertex2D:8#se.hig.oodp.lab.model.Vertex2D:8"
"main", "497", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "498", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:8#se.hig.oodp.lab.model.Vertex2D:8, y=1.5"
"main", "499", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:8#se.hig.oodp.lab.model.Vertex2D:8, x=-2.5"
"main", "500", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "501", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "502", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:8, x=-2.5"
"main", "503", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "504", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:8, y=1.5"
"main", "505", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "506", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:8#se.hig.oodp.lab.model.Vertex2D:8, value=<void>"
"main", "507", "se/hig/oodp/lab/model/figure/Rectangle.java:82", "Method Returned", " "
"main", "508", "se/hig/oodp/lab/model/figure/Rectangle.java:82", "Line Step", " file=se/hig/oodp/lab/model/figure/Rectangle.java, line=82"
"main", "509", "se/hig/oodp/lab/model/figure/Rectangle.java:82", "Field Write", " context=se.hig.oodp.lab.model.figure.Rectangle:1, v1=se.hig.oodp.lab.model.Vertex2D:8"
"main", "510", "se/hig/oodp/lab/model/figure/Rectangle.java:83", "Line Step", " file=se/hig/oodp/lab/model/figure/Rectangle.java, line=83"
"main", "511", "se/hig/oodp/lab/model/figure/Rectangle.java:83", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:9"
"main", "512", "se/hig/oodp/lab/model/figure/Rectangle.java:83", "Method Call", " caller=se.hig.oodp.lab.model.figure.Rectangle:1#calculateVerticesFromCenter:1, target=se.hig.oodp.lab.model.Vertex2D:9#se.hig.oodp.lab.model.Vertex2D:9"
"main", "513", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "514", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:9#se.hig.oodp.lab.model.Vertex2D:9, y=2.5"
"main", "515", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:9#se.hig.oodp.lab.model.Vertex2D:9, x=-2.5"
"main", "516", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "517", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "518", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:9, x=-2.5"
"main", "519", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "520", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:9, y=2.5"
"main", "521", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "522", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:9#se.hig.oodp.lab.model.Vertex2D:9, value=<void>"
"main", "523", "se/hig/oodp/lab/model/figure/Rectangle.java:83", "Method Returned", " "
"main", "524", "se/hig/oodp/lab/model/figure/Rectangle.java:83", "Line Step", " file=se/hig/oodp/lab/model/figure/Rectangle.java, line=83"
"main", "525", "se/hig/oodp/lab/model/figure/Rectangle.java:83", "Field Write", " context=se.hig.oodp.lab.model.figure.Rectangle:1, v2=se.hig.oodp.lab.model.Vertex2D:9"
"main", "526", "se/hig/oodp/lab/model/figure/Rectangle.java:84", "Line Step", " file=se/hig/oodp/lab/model/figure/Rectangle.java, line=84"
"main", "527", "se/hig/oodp/lab/model/figure/Rectangle.java:84", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:10"
"main", "528", "se/hig/oodp/lab/model/figure/Rectangle.java:84", "Method Call", " caller=se.hig.oodp.lab.model.figure.Rectangle:1#calculateVerticesFromCenter:1, target=se.hig.oodp.lab.model.Vertex2D:10#se.hig.oodp.lab.model.Vertex2D:10"
"main", "529", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "530", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:10#se.hig.oodp.lab.model.Vertex2D:10, y=2.5"
"main", "531", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:10#se.hig.oodp.lab.model.Vertex2D:10, x=-1.5"
"main", "532", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "533", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "534", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:10, x=-1.5"
"main", "535", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "536", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:10, y=2.5"
"main", "537", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "538", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:10#se.hig.oodp.lab.model.Vertex2D:10, value=<void>"
"main", "539", "se/hig/oodp/lab/model/figure/Rectangle.java:84", "Method Returned", " "
"main", "540", "se/hig/oodp/lab/model/figure/Rectangle.java:84", "Line Step", " file=se/hig/oodp/lab/model/figure/Rectangle.java, line=84"
"main", "541", "se/hig/oodp/lab/model/figure/Rectangle.java:84", "Field Write", " context=se.hig.oodp.lab.model.figure.Rectangle:1, v3=se.hig.oodp.lab.model.Vertex2D:10"
"main", "542", "se/hig/oodp/lab/model/figure/Rectangle.java:85", "Line Step", " file=se/hig/oodp/lab/model/figure/Rectangle.java, line=85"
"main", "543", "se/hig/oodp/lab/model/figure/Rectangle.java:85", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Rectangle:1#calculateVerticesFromCenter:1, value=<void>"
"main", "544", "se/hig/oodp/lab/model/figure/Rectangle.java:38", "Method Returned", " "
"main", "545", "se/hig/oodp/lab/model/figure/Rectangle.java:39", "Line Step", " file=se/hig/oodp/lab/model/figure/Rectangle.java, line=39"
"main", "546", "se/hig/oodp/lab/model/figure/Rectangle.java:39", "Field Read", " context=se.hig.oodp.lab.model.figure.Rectangle:1, v0"
"main", "547", "se/hig/oodp/lab/model/figure/Rectangle.java:39", "Field Read", " context=se.hig.oodp.lab.model.figure.Rectangle:1, v1"
"main", "548", "se/hig/oodp/lab/model/figure/Rectangle.java:39", "Field Read", " context=se.hig.oodp.lab.model.figure.Rectangle:1, v2"
"main", "549", "se/hig/oodp/lab/model/figure/Rectangle.java:39", "Field Read", " context=se.hig.oodp.lab.model.figure.Rectangle:1, v3"
"main", "550", "se/hig/oodp/lab/model/figure/Rectangle.java:39", "Method Call", " caller=se.hig.oodp.lab.model.figure.Rectangle:1#se.hig.oodp.lab.model.figure.Rectangle:1, target=se.hig.oodp.lab.model.figure.Figure:2#addVerticesToList:2"
"main", "551", "se/hig/oodp/lab/model/figure/Figure.java:118", "Method Entered", " "
"main", "552", "se/hig/oodp/lab/model/figure/Figure.java:118", "New Object", " object=se.hig.oodp.lab.model.Vertex2D[]:2"
"main", "553", "se/hig/oodp/lab/model/figure/Figure.java:118", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D[]:2, 0=se.hig.oodp.lab.model.Vertex2D:7"
"main", "554", "se/hig/oodp/lab/model/figure/Figure.java:118", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D[]:2, 1=se.hig.oodp.lab.model.Vertex2D:8"
"main", "555", "se/hig/oodp/lab/model/figure/Figure.java:118", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D[]:2, 2=se.hig.oodp.lab.model.Vertex2D:9"
"main", "556", "se/hig/oodp/lab/model/figure/Figure.java:118", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D[]:2, 3=se.hig.oodp.lab.model.Vertex2D:10"
"main", "557", "se/hig/oodp/lab/model/figure/Figure.java:118", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:2#addVerticesToList:2, newVertices=se.hig.oodp.lab.model.Vertex2D[]:2"
"main", "558", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "559", "se/hig/oodp/lab/model/figure/Figure.java:120", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:2#addVerticesToList:2, i=0"
"main", "560", "se/hig/oodp/lab/model/figure/Figure.java:121", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=121"
"main", "561", "se/hig/oodp/lab/model/figure/Figure.java:124", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=124"
"main", "562", "se/hig/oodp/lab/model/figure/Figure.java:124", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:2, vertices"
"main", "563", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "564", "se/hig/oodp/lab/model/figure/Figure.java:125", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "565", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:2#addVerticesToList:2, target=se.hig.oodp.lab.model.Vertex2D:7#toString:3"
"main", "566", "se/hig/oodp/lab/model/Vertex2D.java:149", "Method Entered", " "
"main", "567", "se/hig/oodp/lab/model/Vertex2D.java:151", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=151"
"main", "568", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:7, x"
"main", "569", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:7, y"
"main", "570", "se/hig/oodp/lab/model/Vertex2D.java:151", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:7#toString:3, result=""(-1.5, 1.5)"""
"main", "571", "se/hig/oodp/lab/model/Vertex2D.java:151", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:7#toString:3, value=""(-1.5, 1.5)"""
"main", "572", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Returned", " "
"main", "573", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "574", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "575", "se/hig/oodp/lab/model/figure/Figure.java:120", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:2#addVerticesToList:2, i=1"
"main", "576", "se/hig/oodp/lab/model/figure/Figure.java:121", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=121"
"main", "577", "se/hig/oodp/lab/model/figure/Figure.java:124", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=124"
"main", "578", "se/hig/oodp/lab/model/figure/Figure.java:124", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:2, vertices"
"main", "579", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "580", "se/hig/oodp/lab/model/figure/Figure.java:125", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "581", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:2#addVerticesToList:2, target=se.hig.oodp.lab.model.Vertex2D:8#toString:4"
"main", "582", "se/hig/oodp/lab/model/Vertex2D.java:149", "Method Entered", " "
"main", "583", "se/hig/oodp/lab/model/Vertex2D.java:151", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=151"
"main", "584", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:8, x"
"main", "585", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:8, y"
"main", "586", "se/hig/oodp/lab/model/Vertex2D.java:151", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:8#toString:4, result=""(-2.5, 1.5)"""
"main", "587", "se/hig/oodp/lab/model/Vertex2D.java:151", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:8#toString:4, value=""(-2.5, 1.5)"""
"main", "588", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Returned", " "
"main", "589", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "590", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "591", "se/hig/oodp/lab/model/figure/Figure.java:120", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:2#addVerticesToList:2, i=2"
"main", "592", "se/hig/oodp/lab/model/figure/Figure.java:121", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=121"
"main", "593", "se/hig/oodp/lab/model/figure/Figure.java:124", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=124"
"main", "594", "se/hig/oodp/lab/model/figure/Figure.java:124", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:2, vertices"
"main", "595", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "596", "se/hig/oodp/lab/model/figure/Figure.java:125", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "597", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:2#addVerticesToList:2, target=se.hig.oodp.lab.model.Vertex2D:9#toString:5"
"main", "598", "se/hig/oodp/lab/model/Vertex2D.java:149", "Method Entered", " "
"main", "599", "se/hig/oodp/lab/model/Vertex2D.java:151", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=151"
"main", "600", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:9, x"
"main", "601", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:9, y"
"main", "602", "se/hig/oodp/lab/model/Vertex2D.java:151", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:9#toString:5, result=""(-2.5, 2.5)"""
"main", "603", "se/hig/oodp/lab/model/Vertex2D.java:151", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:9#toString:5, value=""(-2.5, 2.5)"""
"main", "604", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Returned", " "
"main", "605", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "606", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "607", "se/hig/oodp/lab/model/figure/Figure.java:120", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:2#addVerticesToList:2, i=3"
"main", "608", "se/hig/oodp/lab/model/figure/Figure.java:121", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=121"
"main", "609", "se/hig/oodp/lab/model/figure/Figure.java:124", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=124"
"main", "610", "se/hig/oodp/lab/model/figure/Figure.java:124", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:2, vertices"
"main", "611", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "612", "se/hig/oodp/lab/model/figure/Figure.java:125", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "613", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:2#addVerticesToList:2, target=se.hig.oodp.lab.model.Vertex2D:10#toString:6"
"main", "614", "se/hig/oodp/lab/model/Vertex2D.java:149", "Method Entered", " "
"main", "615", "se/hig/oodp/lab/model/Vertex2D.java:151", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=151"
"main", "616", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:10, x"
"main", "617", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:10, y"
"main", "618", "se/hig/oodp/lab/model/Vertex2D.java:151", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:10#toString:6, result=""(-1.5, 2.5)"""
"main", "619", "se/hig/oodp/lab/model/Vertex2D.java:151", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:10#toString:6, value=""(-1.5, 2.5)"""
"main", "620", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Returned", " "
"main", "621", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "622", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "623", "se/hig/oodp/lab/model/figure/Figure.java:127", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=127"
"main", "624", "se/hig/oodp/lab/model/figure/Figure.java:127", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:2#addVerticesToList:2, value=<void>"
"main", "625", "se/hig/oodp/lab/model/figure/Rectangle.java:39", "Method Returned", " "
"main", "626", "se/hig/oodp/lab/model/figure/Rectangle.java:40", "Line Step", " file=se/hig/oodp/lab/model/figure/Rectangle.java, line=40"
"main", "627", "se/hig/oodp/lab/model/figure/Rectangle.java:40", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Rectangle:1#se.hig.oodp.lab.model.figure.Rectangle:1, value=<void>"
"main", "628", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:102", "Method Returned", " "
"main", "629", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:102", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=102"
"main", "630", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:102", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createRectangle:1, r=se.hig.oodp.lab.model.figure.Rectangle:1"
